Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
35,0,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,Manufacturing Director,4,Single,9362,2,0,3,0,10,2,3,2,2
25,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,Laboratory Technician,4,Married,3229,4,0,2,1,7,2,2,3,2
26,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,Laboratory Technician,1,Single,3578,0,0,4,0,8,2,3,7,7
29,0,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,Human Resources,1,Single,7988,1,0,1,0,10,3,2,10,9
49,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,Laboratory Technician,1,Single,4284,3,0,1,0,20,2,3,4,3
29,1,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,Healthcare Representative,4,Single,7553,0,1,1,0,9,1,3,8,7
54,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,Research Director,4,Single,17328,6,0,4,0,29,3,2,20,7
58,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,Research Director,1,Married,19701,3,1,3,1,32,3,3,9,8
55,0,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,Research Director,4,Divorced,14732,2,0,4,2,31,4,4,7,7
36,0,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,Sales Executive,2,Single,9278,3,1,4,0,15,3,3,5,4
31,1,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,Sales Representative,3,Single,1359,1,0,2,0,1,3,3,1,0
30,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,Sales Executive,1,Divorced,4779,7,0,2,2,8,3,3,3,2
31,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,Research Director,2,Single,16422,3,0,3,0,9,3,4,3,2
34,0,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,Research Scientist,1,Divorced,2996,5,0,3,2,10,2,3,4,3
31,1,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,Research Scientist,2,Single,1261,1,0,3,0,1,3,4,1,0
27,0,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,Laboratory Technician,1,Married,2099,0,0,2,0,6,3,4,5,0
36,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,Laboratory Technician,4,Single,5810,1,0,3,0,10,2,2,10,4
36,0,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,Sales Executive,1,Married,5647,4,0,1,2,11,3,2,3,2
47,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,Research Scientist,4,Married,3420,7,0,3,1,17,2,2,6,5
25,1,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,Sales Representative,1,Married,4400,3,0,1,0,6,2,3,3,2
37,0,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,Laboratory Technician,3,Single,3500,0,0,1,0,7,2,1,6,5
56,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,Research Scientist,1,Married,2066,2,0,4,1,5,3,4,3,2
47,0,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,Research Director,3,Married,17169,3,0,2,2,26,2,4,20,17
24,0,Travel_Rarely,Sales,4,1,Medical,4,Female,3,Sales Executive,3,Married,4162,1,1,3,2,5,3,3,5,4
32,0,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,Sales Executive,4,Married,9204,4,0,3,1,7,3,2,4,3
34,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Laboratory Technician,2,Married,3294,5,0,1,1,7,2,2,5,4
41,0,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,Research Scientist,3,Married,2127,2,1,1,0,7,5,2,4,2
40,0,Non-Travel,Research & Development,9,4,Other,3,Male,3,Laboratory Technician,3,Divorced,3975,3,0,3,2,11,2,4,8,7
31,0,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,Sales Executive,4,Divorced,10793,1,0,1,1,13,5,3,13,7
46,1,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,Sales Executive,4,Divorced,10096,4,0,1,1,28,1,4,7,7
39,1,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,1,Single,3646,2,1,2,0,11,2,4,1,0
31,1,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,Manufacturing Director,2,Single,7446,1,0,1,0,10,2,3,10,8
45,0,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,Healthcare Representative,1,Divorced,10851,2,1,2,1,24,2,3,7,7
31,0,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,Human Resources,2,Single,2109,9,0,4,0,8,3,3,3,2
31,1,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,Laboratory Technician,4,Married,3722,6,1,3,1,7,2,1,2,2
45,0,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,Manufacturing Director,4,Married,9380,4,1,4,2,10,4,4,3,1
48,0,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,Sales Executive,1,Divorced,5486,4,0,1,3,15,3,3,2,2
34,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,Human Resources,3,Married,2742,1,0,4,0,2,0,3,2,2
40,0,Non-Travel,Research & Development,8,1,Medical,4,Male,2,Research Director,2,Divorced,13757,2,0,3,1,16,5,3,9,8
28,0,Travel_Rarely,Sales,5,3,Medical,4,Male,3,Sales Executive,1,Single,8463,0,0,4,0,6,4,3,5,4
44,0,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,Laboratory Technician,3,Single,3162,3,0,4,0,7,5,3,5,2
53,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,Research Director,2,Single,16598,4,0,2,0,35,2,2,9,8
49,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,Healthcare Representative,3,Married,6651,2,0,2,1,20,0,2,3,2
40,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Research Scientist,3,Divorced,2345,2,0,3,1,8,3,4,3,1
44,0,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,Research Scientist,2,Single,3420,1,0,3,0,6,3,2,5,2
33,0,Travel_Frequently,Sales,7,3,Medical,4,Male,3,Sales Executive,1,Married,4373,0,0,1,2,5,2,3,4,3
34,0,Travel_Rarely,Sales,3,3,Other,4,Male,1,Sales Executive,1,Single,4759,3,0,4,0,15,2,3,13,9
30,0,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,Sales Executive,3,Married,5301,8,0,3,2,4,2,2,2,1
42,0,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,Laboratory Technician,4,Single,3673,1,0,3,0,12,3,3,12,9
44,0,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,Sales Executive,3,Married,4768,7,0,3,1,11,4,2,1,0
30,0,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,Research Scientist,3,Divorced,1274,1,0,2,2,1,2,2,1,0
57,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,Research Scientist,3,Married,4900,0,0,1,1,13,2,2,12,9
49,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,Healthcare Representative,2,Divorced,10466,3,0,2,2,29,3,3,8,7
34,0,Travel_Frequently,Research & Development,15,3,Medical,2,Male,3,Research Director,1,Divorced,17007,7,0,4,2,16,3,2,14,8
28,1,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,Sales Representative,3,Married,2909,3,0,4,1,5,3,4,3,2
29,1,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,Sales Executive,2,Single,5765,5,0,1,0,7,4,1,5,3
34,1,Travel_Rarely,Sales,24,4,Medical,1,Female,2,Sales Executive,2,Single,4599,0,1,3,0,16,2,4,15,9
35,0,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,3,Sales Representative,3,Married,2404,1,0,1,1,1,3,3,1,0
24,1,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,Laboratory Technician,1,Single,3172,2,1,3,0,4,2,2,0,0
24,0,Non-Travel,Sales,13,2,Life Sciences,4,Female,3,Sales Representative,2,Married,2033,1,0,3,1,1,2,3,1,0
44,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,Manufacturing Director,3,Single,10209,5,1,2,0,16,2,2,2,2
29,0,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,Sales Executive,3,Divorced,8620,1,0,3,2,10,3,3,10,7
30,0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,Human Resources,3,Divorced,2064,0,0,1,1,6,3,4,5,3
55,0,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,3,Healthcare Representative,3,Married,4035,0,1,2,0,4,2,3,3,2
33,0,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Laboratory Technician,2,Married,3838,8,0,4,0,8,5,3,5,4
47,0,Travel_Rarely,Sales,14,3,Medical,3,Female,3,Sales Executive,3,Married,4591,3,1,3,1,11,4,2,5,4
28,1,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,Laboratory Technician,1,Single,2561,7,0,3,0,8,2,2,0,0
28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,3,Divorced,1563,1,0,4,1,1,2,1,1,0
28,0,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,3,Sales Executive,1,Single,4898,0,0,4,0,5,5,3,4,2
49,0,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,Laboratory Technician,1,Married,4789,4,0,1,1,10,3,3,3,2
29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,3,Laboratory Technician,2,Married,3180,0,0,3,3,4,3,3,3,2
28,0,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,1,Manufacturing Director,2,Married,6549,1,0,2,2,8,2,2,8,6
33,0,Travel_Rarely,Research & Development,8,5,Life Sciences,4,Male,3,Healthcare Representative,3,Single,6388,2,1,1,0,14,6,3,0,0
32,0,Travel_Rarely,Research & Development,10,3,Medical,3,Male,3,Manager,4,Single,11244,2,0,2,0,10,5,4,5,2
54,0,Travel_Frequently,Research & Development,11,4,Medical,2,Female,3,Manager,4,Divorced,16032,3,0,1,1,26,2,3,14,9
29,1,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,2,Research Scientist,1,Single,2362,6,0,3,0,11,2,1,9,7
44,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,3,Research Director,1,Married,16328,3,0,3,1,24,1,4,20,6
39,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,2,Single,8376,4,0,4,0,9,3,3,2,0
46,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,Manager,2,Married,16606,8,0,4,1,23,2,4,13,12
35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,2,Healthcare Representative,2,Single,8606,1,0,4,0,11,3,1,11,8
23,0,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,Laboratory Technician,3,Single,2272,0,0,2,0,5,2,3,4,3
40,1,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,3,Laboratory Technician,1,Single,2018,3,0,2,0,15,3,1,5,4
34,0,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,2,Sales Executive,3,Married,7083,1,1,4,0,10,3,3,10,9
31,1,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,3,Research Scientist,3,Single,4084,1,0,1,0,7,2,1,7,2
50,0,Travel_Frequently,Research & Development,22,5,Medical,3,Male,1,Research Director,4,Single,14411,1,1,4,0,32,2,3,32,6
34,0,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,3,Sales Representative,3,Married,2308,0,1,2,1,12,4,3,11,10
42,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,Laboratory Technician,2,Married,4841,4,0,2,1,4,3,3,1,0
37,0,Travel_Rarely,Research & Development,13,3,Medical,1,Male,3,Research Scientist,4,Married,4285,1,0,1,0,10,2,3,10,8
29,0,Travel_Rarely,Research & Development,8,1,Other,3,Female,1,Healthcare Representative,1,Married,9715,3,0,3,1,9,3,3,7,7
33,0,Travel_Rarely,Research & Development,25,3,Life Sciences,4,Male,2,Manufacturing Director,2,Single,4320,1,0,4,0,5,2,3,5,3
45,0,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,3,Research Scientist,4,Married,2132,4,0,4,1,8,3,3,5,4
42,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,3,Healthcare Representative,4,Married,10124,2,1,3,1,24,3,1,20,8
40,0,Travel_Rarely,Sales,9,2,Medical,1,Male,3,Sales Executive,1,Married,5473,0,0,4,0,9,5,4,8,4
33,0,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,5207,1,1,2,1,15,3,3,15,14
40,0,Travel_Rarely,Human Resources,6,2,Medical,3,Male,3,Manager,4,Single,16437,1,1,4,0,21,2,3,21,7
24,0,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Male,2,Laboratory Technician,1,Divorced,2296,0,0,2,3,2,3,3,1,1
40,0,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,4069,3,1,3,0,8,2,3,2,2
45,0,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,Healthcare Representative,2,Divorced,7441,1,0,1,3,10,4,3,10,8
35,0,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,Sales Representative,3,Married,2430,0,0,1,2,6,5,3,5,3
32,0,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,Research Scientist,2,Married,5878,3,0,1,1,12,2,3,7,1
36,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,Sales Representative,4,Single,2644,3,1,4,0,7,3,2,3,2
48,0,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,Sales Executive,3,Divorced,6439,8,0,3,1,18,2,3,8,7
29,0,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,Research Scientist,3,Married,2451,6,0,1,2,5,2,2,1,0
33,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,Sales Executive,1,Married,6392,2,0,4,1,8,6,1,2,2
30,1,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,Sales Executive,1,Married,9714,1,0,4,1,10,4,3,10,8
38,0,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,Human Resources,3,Married,6077,3,0,3,0,10,2,3,6,3
35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,Laboratory Technician,1,Single,2450,1,0,2,0,3,3,3,3,0
30,0,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,Sales Executive,2,Married,9250,3,0,2,1,9,3,3,4,2
35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,Laboratory Technician,1,Divorced,2074,1,1,4,1,1,2,3,1,0
53,1,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,Manufacturing Director,4,Married,10169,0,0,2,1,34,4,3,33,7
38,1,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Manufacturing Director,2,Married,4855,4,0,1,2,7,2,3,5,2
32,0,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,Research Scientist,1,Married,4087,4,0,2,1,9,3,2,6,5
48,0,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,Research Scientist,1,Married,2367,8,0,4,1,10,3,2,8,2
34,0,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,Research Scientist,4,Single,2972,1,0,3,0,1,4,1,1,0
55,0,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,Manager,4,Married,19586,1,0,3,1,36,3,3,36,6
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,Research Scientist,4,Married,5484,9,0,2,1,9,3,2,2,2
26,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,Research Scientist,4,Married,2061,1,0,1,0,1,5,3,1,0
38,0,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,Sales Executive,2,Married,9924,0,0,4,1,10,3,3,9,8
38,0,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,Sales Executive,2,Single,4198,2,0,2,0,8,5,4,3,2
36,0,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,Sales Executive,3,Single,6815,6,0,1,0,15,5,3,1,0
29,0,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,Laboratory Technician,1,Single,4723,1,1,4,0,10,3,3,10,9
35,0,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Healthcare Representative,3,Single,6142,3,1,3,0,10,4,3,5,2
39,0,Travel_Rarely,Sales,6,3,Medical,4,Male,4,Sales Executive,3,Married,8237,2,0,1,1,11,3,3,7,6
29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,8853,1,0,4,1,6,0,4,6,4
50,0,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,Manager,3,Married,19331,4,1,3,1,27,2,3,1,0
23,0,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,Research Scientist,3,Married,2073,2,0,4,1,4,2,3,2,2
36,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,Laboratory Technician,1,Married,5562,3,1,4,1,9,3,3,3,2
42,0,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,Manager,4,Single,19613,8,0,4,0,24,2,3,1,0
35,0,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,Laboratory Technician,3,Married,3407,1,0,4,2,10,3,2,10,9
34,0,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,Healthcare Representative,3,Married,5063,1,0,2,1,8,3,2,8,2
40,0,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,Sales Executive,1,Married,4639,1,0,3,1,5,2,3,5,4
43,0,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,Laboratory Technician,2,Divorced,4876,5,0,3,1,8,0,3,6,4
35,0,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,Laboratory Technician,4,Married,2690,1,0,4,1,1,5,2,1,0
46,0,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,Manager,1,Single,17567,1,0,2,0,27,5,1,26,0
28,1,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,Laboratory Technician,2,Married,2408,1,1,3,3,1,3,3,1,1
22,0,Non-Travel,Research & Development,26,2,Other,2,Female,2,Research Scientist,3,Married,2814,1,1,2,0,4,2,2,4,2
50,0,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,Healthcare Representative,3,Married,11245,2,1,3,1,32,3,3,30,8
32,0,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,Research Scientist,4,Married,3312,3,0,4,2,6,3,3,3,2
44,0,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,Research Director,4,Divorced,19049,0,1,4,1,23,4,2,22,7
30,0,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,Research Scientist,2,Married,2141,1,0,2,1,6,3,2,6,4
45,0,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,Laboratory Technician,1,Single,5769,1,1,1,0,10,3,3,10,7
45,0,Non-Travel,Sales,26,3,Marketing,1,Male,2,Sales Executive,1,Married,4385,1,0,1,1,10,2,3,10,7
31,0,Travel_Frequently,Sales,2,4,Other,4,Male,3,Sales Executive,1,Single,5332,7,0,4,0,10,3,3,5,2
36,0,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,Manufacturing Director,3,Married,4663,9,1,2,2,7,2,3,3,2
34,0,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,Manufacturing Director,4,Divorced,4724,1,0,1,1,9,3,3,9,7
49,0,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3211,1,0,4,1,10,3,2,9,6
39,0,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,Manufacturing Director,1,Married,5377,2,0,4,3,10,3,3,7,7
27,0,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,Laboratory Technician,1,Divorced,4066,1,0,1,2,7,3,3,7,7
35,0,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,Research Scientist,1,Married,5208,1,0,4,0,16,2,3,16,15
28,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,Manufacturing Director,1,Divorced,4877,0,0,2,1,6,5,2,5,3
21,0,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,Research Scientist,4,Single,3117,1,0,3,0,3,2,3,2,2
18,1,Travel_Frequently,Sales,3,2,Medical,2,Female,3,Sales Representative,4,Single,1569,1,1,3,0,0,2,4,0,0
47,0,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,Manager,3,Married,19658,3,0,3,1,27,2,3,5,2
39,0,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,Laboratory Technician,3,Divorced,3069,0,0,4,1,11,3,3,10,8
40,0,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,Manufacturing Director,3,Married,10435,1,0,4,2,18,2,3,18,15
35,0,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,Healthcare Representative,3,Married,4148,1,0,4,1,15,5,3,14,11
37,0,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,Manufacturing Director,3,Married,5768,3,0,1,3,9,2,2,4,3
39,0,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,Manufacturing Director,3,Single,5042,0,0,4,0,10,2,1,9,2
45,0,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,Manufacturing Director,4,Divorced,5770,1,0,1,2,10,3,3,10,7
38,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,Manufacturing Director,3,Married,7756,3,1,4,1,10,6,4,5,4
35,1,Travel_Rarely,Sales,10,3,Medical,4,Male,2,Sales Executive,1,Married,10306,9,0,3,0,15,3,3,13,12
37,0,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,Research Scientist,2,Married,3936,1,0,1,1,8,2,1,8,4
40,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,Manufacturing Director,4,Single,7945,6,1,4,0,18,2,2,4,2
44,0,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,Human Resources,4,Married,5743,4,1,3,0,14,3,3,10,7
48,0,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,Manager,4,Married,15202,2,0,2,1,23,3,3,2,2
35,1,Travel_Rarely,Sales,15,2,Medical,1,Male,1,Sales Executive,4,Divorced,5440,6,1,4,2,7,2,2,2,2
24,0,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,Research Scientist,4,Single,3760,1,1,3,0,6,2,3,6,3
27,0,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,Research Scientist,3,Married,3517,7,0,1,0,5,0,3,3,2
27,0,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,Research Scientist,4,Single,2580,2,0,3,0,6,0,2,4,2
40,1,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Single,2166,3,1,2,0,10,3,1,4,2
29,0,Travel_Rarely,Sales,10,3,Medical,3,Male,2,Sales Executive,3,Single,5869,9,0,3,0,8,2,3,5,2
36,0,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,Healthcare Representative,1,Married,8008,4,0,3,2,9,6,3,3,2
25,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,Manufacturing Director,3,Divorced,5206,1,0,3,2,7,6,3,7,7
39,0,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,Manufacturing Director,2,Married,5295,4,0,3,0,7,3,3,5,4
49,0,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,Research Director,2,Married,16413,3,0,2,2,27,2,3,4,2
50,0,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,Research Director,1,Divorced,13269,5,0,3,3,19,3,3,14,11
20,0,Travel_Rarely,Sales,2,3,Medical,3,Female,3,Sales Representative,3,Single,2783,1,0,1,0,2,3,3,2,2
34,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,5433,1,0,3,1,11,2,3,11,8
36,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,2,Single,2013,2,0,3,0,15,4,3,4,3
49,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,13966,2,1,2,1,30,3,3,15,11
36,0,Non-Travel,Research & Development,1,4,Medical,4,Female,2,Manufacturing Director,3,Married,4374,0,0,3,0,4,6,3,3,2
36,0,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,Healthcare Representative,1,Divorced,6842,6,0,1,1,13,3,3,5,4
54,0,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,Manager,3,Married,17426,3,0,3,1,36,6,3,10,8
43,0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,Research Director,3,Married,17603,1,0,1,1,14,3,3,14,10
35,1,Travel_Frequently,Sales,12,4,Other,4,Male,3,Sales Executive,4,Single,4581,3,1,1,0,13,2,4,11,9
38,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,Research Scientist,4,Married,4735,7,0,4,2,19,4,4,13,11
29,0,Travel_Rarely,Sales,5,3,Medical,1,Male,2,Sales Executive,2,Divorced,4187,1,1,2,1,10,3,2,10,0
33,0,Travel_Rarely,Sales,2,4,Medical,4,Male,3,Sales Executive,4,Divorced,5505,1,0,3,2,6,5,3,6,2
32,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,Research Scientist,2,Divorced,5470,0,0,3,2,10,4,2,9,5
31,0,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,Sales Executive,4,Married,5476,1,0,1,2,10,2,3,10,0
49,0,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,Laboratory Technician,1,Divorced,2587,4,1,2,1,17,2,2,2,2
38,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,2,Single,2440,1,0,2,0,4,3,3,4,3
47,0,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,Manager,2,Divorced,15972,6,0,3,3,29,2,3,3,2
49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,Manager,3,Single,15379,4,0,1,0,23,2,3,8,7
41,0,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,Sales Executive,3,Single,7082,3,1,4,0,21,2,3,2,0
20,0,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,Sales Representative,1,Single,2728,1,0,1,0,2,3,3,2,2
33,0,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,Sales Executive,4,Divorced,5368,1,1,3,1,7,2,3,6,5
36,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,Healthcare Representative,3,Married,5347,6,0,2,2,10,2,2,3,2
44,0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,Human Resources,4,Divorced,3195,4,1,1,3,8,2,3,2,2
23,1,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,Laboratory Technician,3,Single,3989,1,1,1,0,5,2,3,5,4
